EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1863932.000,37032,2,MX,1,100,25
1863972.000,37032,2,MX,1,100,24
1864012.000,37048,3,MX,1,100,24
1864052.000,37048,3,MX,1,100,25
1864092.000,37048,3,MX,1,100,25
1864132.000,37063,2,MX,1,100,25
1864172.000,37063,2,MX,1,100,24
1864212.000,37080,3,MX,1,100,25
1864252.000,37080,3,MX,1,100,24
1864292.000,37080,3,MX,1,100,24
1864332.000,37097,3,MX,1,100,25
1864372.000,37097,3,MX,1,100,24
1864412.000,37097,3,MX,1,100,24
1864452.000,37113,2,MX,1,100,24
1864492.000,37113,2,MX,1,100,24
1864532.000,37128,3,MX,1,100,23
1864572.000,37128,3,MX,1,100,25
1864612.000,37128,3,MX,1,100,24
1864652.000,37145,2,MX,1,100,24
1864692.000,37145,2,MX,1,100,25
1864732.000,37162,3,MX,1,100,24
1864772.000,37162,3,MX,1,100,25
1864812.000,37162,3,MX,1,100,24
1864852.000,37178,2,MX,1,100,25
1864892.000,37178,2,MX,1,100,24
1864932.000,37194,3,MX,1,100,24
1864972.000,37194,3,MX,1,100,25
1865012.000,37194,3,MX,1,100,25
1865052.000,37210,2,MX,1,100,24
1865092.000,37210,2,MX,1,100,24
1865132.000,37227,3,MX,1,100,24
1865172.000,37227,3,MX,1,100,24
1865212.000,37227,3,MX,1,100,23
1865252.000,37244,2,MX,1,100,24
1865292.000,37244,2,MX,1,100,25
1865332.000,37259,3,MX,1,100,25
1865372.000,37259,3,MX,1,100,23
1865412.000,37259,3,MX,1,100,24
1865452.000,37275,3,MX,1,100,24
1865492.000,37275,3,MX,1,100,24
1865532.000,37275,3,MX,1,100,24
1865572.000,37292,2,MX,1,100,25
1865612.000,37292,2,MX,1,100,24
1865652.000,37309,3,MX,1,100,24
1865692.000,37309,3,MX,1,100,24
1865732.000,37309,3,MX,1,100,24
1865772.000,37325,2,MX,1,100,25
1865812.000,37325,2,MX,1,100,24
1865852.000,37340,3,MX,1,100,24
1865892.000,37340,3,MX,1,100,24
1865932.000,37340,3,MX,1,100,24
1865972.000,37358,2,MX,1,100,24
1866012.000,37358,2,MX,1,100,24
1866052.000,37374,3,MX,1,100,24
1866092.000,37374,3,MX,1,100,24
1866132.000,37374,3,MX,1,100,24
1866171.750,37392,4,MX,1,100,24
1866211.500,37392,4,MX,1,100,23
1866251.250,37392,4,MX,1,100,24
1866291.000,37392,4,MX,1,100,24
1866331.333,37410,3,MX,1,100,24
1866371.667,37410,3,MX,1,100,24
1866412.000,37410,3,MX,1,100,24
1866452.000,37427,2,MX,1,100,24
1866492.000,37427,2,MX,1,100,24
1866532.000,37441,3,MX,1,100,25
1866572.000,37441,3,MX,1,100,25
1866612.000,37441,3,MX,1,100,25
1866652.000,37459,2,MX,1,100,24
1866692.000,37459,2,MX,1,100,25
1866732.000,37475,3,MX,1,100,24
1866772.000,37475,3,MX,1,100,23
1866812.000,37475,3,MX,1,100,24
1866852.000,37492,3,MX,1,100,24
1866892.000,37492,3,MX,1,100,24
1866932.000,37492,3,MX,1,100,24
1866972.000,37508,2,MX,1,100,24
1867012.000,37508,2,MX,1,100,24
1867052.000,37524,3,MX,1,100,24
1867092.000,37524,3,MX,1,100,24
1867132.000,37524,3,MX,1,100,24
1867171.750,37547,4,MX,1,100,24
1867211.500,37547,4,MX,1,100,24
1867251.250,37547,4,MX,1,100,25
1867291.000,37547,4,MX,1,100,24
1867331.000,37565,2,MX,1,100,25
1867371.000,37565,2,MX,1,100,25
1867411.000,37581,3,MX,1,100,25
1867451.000,37581,3,MX,1,100,24
1867491.000,37581,3,MX,1,100,23
1867531.000,37598,2,MX,1,100,24
1867571.000,37598,2,MX,1,100,24
1867611.000,37614,3,MX,1,100,24
1867651.000,37614,3,MX,1,100,24
1867691.000,37614,3,MX,1,100,24
1867731.000,37630,2,MX,1,100,24
1867771.000,37630,2,MX,1,100,25
1867811.333,37646,3,MX,1,100,24
1867851.667,37646,3,MX,1,100,25
1867892.000,37646,3,MX,1,100,25
1867931.500,37664,2,MX,1,100,24
1867971.000,37664,2,MX,1,100,24
1868011.333,37679,3,MX,1,100,25
1868051.667,37679,3,MX,1,100,25
1868092.000,37679,3,MX,1,100,24
1868131.500,37695,2,MX,1,100,24
1868171.000,37695,2,MX,1,100,24
1868211.000,37712,3,MX,1,100,25
1868251.000,37712,3,MX,1,100,25
1868291.000,37712,3,MX,1,100,24
1868331.500,37729,2,MX,1,100,24
1868372.000,37729,2,MX,1,100,24
1868411.667,37745,3,MX,1,100,25
1868451.333,37745,3,MX,1,100,25
1868491.000,37745,3,MX,1,100,24
1868531.000,37763,3,MX,1,100,24
1868571.000,37763,3,MX,1,100,24
1868611.000,37763,3,MX,1,100,24
1868651.000,37777,3,MX,1,100,25
1868691.000,37777,3,MX,1,100,24
1868731.000,37777,3,MX,1,100,24
1868771.000,37794,2,MX,1,100,24
1868811.000,37794,2,MX,1,100,24
1868851.000,37810,3,MX,1,100,24
1868891.000,37810,3,MX,1,100,24
1868931.000,37810,3,MX,1,100,24
1868971.000,37828,2,MX,1,100,24
1869011.000,37828,2,MX,1,100,23
1869051.000,37842,3,MX,1,100,24
1869091.000,37842,3,MX,1,100,25
1869131.000,37842,3,MX,1,100,24
1869171.000,37859,3,MX,1,100,24
1869211.000,37859,3,MX,1,100,24
1869251.000,37859,3,MX,1,100,25
1869291.000,37876,2,MX,1,100,24
1869331.000,37876,2,MX,1,100,25
1869371.333,37893,3,MX,1,100,23
1869411.667,37893,3,MX,1,100,24
1869452.000,37893,3,MX,1,100,25
1869491.500,37907,2,MX,1,100,25
1869531.000,37907,2,MX,1,100,24
1869571.000,37925,3,MX,1,100,24
1869611.000,37925,3,MX,1,100,24
1869651.000,37925,3,MX,1,100,24
1869691.000,37941,2,MX,1,100,24
1869731.000,37941,2,MX,1,100,24
1869771.000,37958,3,MX,1,100,24
1869811.000,37958,3,MX,1,100,24
1869851.000,37958,3,MX,1,100,24
1869891.000,37972,2,MX,1,100,25
1869931.000,37972,2,MX,1,100,25
1869971.000,37990,3,MX,1,100,25
1870011.000,37990,3,MX,1,100,24
1870051.000,37990,3,MX,1,100,24
1870091.000,38006,2,MX,1,100,24
1870131.000,38006,2,MX,1,100,24
1870171.000,38023,3,MX,1,100,24
1870211.000,38023,3,MX,1,100,24
1870251.000,38023,3,MX,1,100,24
1870291.000,38039,2,MX,1,100,24
1870331.000,38039,2,MX,1,100,24
1870371.000,38055,3,MX,1,100,24
1870411.000,38055,3,MX,1,100,24
1870451.000,38055,3,MX,1,100,24
1870491.000,38071,2,MX,1,100,23
1870531.000,38071,2,MX,1,100,24
1870571.000,38089,3,MX,1,100,23
1870611.000,38089,3,MX,1,100,24
1870651.000,38089,3,MX,1,100,25
1870691.000,38105,3,MX,1,100,24
1870731.000,38105,3,MX,1,100,24
1870771.000,38105,3,MX,1,100,24
1870811.000,38120,3,MX,1,100,24
1870851.000,38120,3,MX,1,100,24
1870891.000,38120,3,MX,1,100,25
1870931.000,38137,2,MX,1,100,24
1870971.000,38137,2,MX,1,100,24
1871011.000,38154,3,MX,1,100,24
1871051.000,38154,3,MX,1,100,24
1871091.000,38154,3,MX,1,100,24
1871131.000,38170,2,MX,1,100,24
1871171.000,38170,2,MX,1,100,25
1871211.000,38186,3,MX,1,100,24
1871251.000,38186,3,MX,1,100,24
1871291.000,38186,3,MX,1,100,24
1871331.000,38204,2,MX,1,100,24
1871371.000,38204,2,MX,1,100,24
1871411.000,38221,3,MX,1,100,24
1871451.000,38221,3,MX,1,100,24
1871491.000,38221,3,MX,1,100,24
1871531.000,38237,2,MX,1,100,25
1871571.000,38237,2,MX,1,100,24
1871611.000,38255,3,MX,1,100,25
1871651.000,38255,3,MX,1,100,24
1871691.000,38255,3,MX,1,100,24
1871731.000,38269,2,MX,1,100,24
1871771.000,38269,2,MX,1,100,25
1871811.000,38286,3,MX,1,100,24
1871851.000,38286,3,MX,1,100,25
1871891.000,38286,3,MX,1,100,24
1871931.000,38303,2,MX,1,100,24
1871971.000,38303,2,MX,1,100,24
1872011.000,38320,3,MX,1,100,25
1872051.000,38320,3,MX,1,100,25
1872091.000,38320,3,MX,1,100,24
1872131.000,38334,3,MX,1,100,25
1872171.000,38334,3,MX,1,100,24
1872211.000,38334,3,MX,1,100,23
1872251.000,38357,4,MX,1,100,24
1872291.000,38357,4,MX,1,100,24
1872331.000,38357,4,MX,1,100,25
1872371.000,38357,4,MX,1,100,24
1872411.000,38373,3,MX,1,100,25
1872451.000,38373,3,MX,1,100,23
1872491.000,38373,3,MX,1,100,24
1872531.000,38388,2,MX,1,100,24
1872571.000,38388,2,MX,1,100,25
1872611.000,38406,3,MX,1,100,24
1872651.000,38406,3,MX,1,100,24
1872691.000,38406,3,MX,1,100,24
1872731.000,38422,2,MX,1,100,24
1872771.000,38422,2,MX,1,100,24
1872811.000,38439,3,MX,1,100,25
1872851.000,38439,3,MX,1,100,24
1872891.000,38439,3,MX,1,100,24
1872931.000,38456,3,MX,1,100,24
1872971.000,38456,3,MX,1,100,24
1873011.000,38456,3,MX,1,100,23
1873051.000,38471,3,MX,1,100,23
1873091.000,38471,3,MX,1,100,25
1873131.000,38471,3,MX,1,100,24
1873171.000,38487,2,MX,1,100,25
1873211.000,38487,2,MX,1,100,24
1873251.000,38505,3,MX,1,100,24
1873291.000,38505,3,MX,1,100,25
1873331.000,38505,3,MX,1,100,25
1873371.000,38521,2,MX,1,100,24
1873411.000,38521,2,MX,1,100,24
1873451.000,38536,3,MX,1,100,24
1873491.000,38536,3,MX,1,100,24
1873531.000,38536,3,MX,1,100,25
1873571.000,38553,2,MX,1,100,24
1873611.000,38553,2,MX,1,100,25
1873651.000,38570,3,MX,1,100,25
1873691.000,38570,3,MX,1,100,24
1873731.000,38570,3,MX,1,100,24
1873771.000,38586,2,MX,1,100,24
1873811.000,38586,2,MX,1,100,24
1873851.000,38601,3,MX,1,100,24
1873891.000,38601,3,MX,1,100,24
1873931.000,38601,3,MX,1,100,24
1873971.000,38618,3,MX,1,100,24
1874011.000,38618,3,MX,1,100,24
1874051.000,38618,3,MX,1,100,24
1874091.000,38635,2,MX,1,100,24
1874131.000,38635,2,MX,1,100,24
1874171.000,38651,3,MX,1,100,24
1874211.000,38651,3,MX,1,100,24
1874251.000,38651,3,MX,1,100,24
1874291.000,38667,2,MX,1,100,24
1874331.000,38667,2,MX,1,100,25
1874371.000,38683,3,MX,1,100,24
1874411.000,38683,3,MX,1,100,24
1874451.000,38683,3,MX,1,100,24
1874491.000,38700,2,MX,1,100,24
1874531.000,38700,2,MX,1,100,23
1874571.000,38717,3,MX,1,100,25
1874611.000,38717,3,MX,1,100,24
1874651.000,38717,3,MX,1,100,25
1874691.000,38732,2,MX,1,100,24
1874731.000,38732,2,MX,1,100,24
1874771.000,38748,3,MX,1,100,24
1874811.000,38748,3,MX,1,100,24
1874851.000,38748,3,MX,1,100,24
1874891.000,38765,2,MX,1,100,24
1874931.000,38765,2,MX,1,100,24
1874971.000,38782,3,MX,1,100,24
1875011.000,38782,3,MX,1,100,24
1875051.000,38782,3,MX,1,100,24
1875091.000,38798,2,MX,1,100,24
1875131.000,38798,2,MX,1,100,24
1875171.000,38813,3,MX,1,100,24
1875211.000,38813,3,MX,1,100,24
1875251.000,38813,3,MX,1,100,24
1875291.000,38831,3,MX,1,100,24
1875331.000,38831,3,MX,1,100,24
1875371.000,38831,3,MX,1,100,23
1875411.000,38847,3,MX,1,100,25
1875451.000,38847,3,MX,1,100,24
1875491.000,38847,3,MX,1,100,25
1875531.000,38864,2,MX,1,100,24
1875571.000,38864,2,MX,1,100,24
1875611.000,38880,3,MX,1,100,24
1875651.000,38880,3,MX,1,100,24
1875691.000,38880,3,MX,1,100,24
1875731.000,38896,2,MX,1,100,24
1875771.000,38896,2,MX,1,100,24
1875811.000,38912,3,MX,1,100,25
1875851.000,38912,3,MX,1,100,25
1875891.000,38912,3,MX,1,100,24
1875931.000,38930,2,MX,1,100,24
1875971.000,38930,2,MX,1,100,23
1876011.000,38946,3,MX,1,100,24
1876051.000,38946,3,MX,1,100,24
1876091.000,38946,3,MX,1,100,24
1876131.000,38961,2,MX,1,100,24
1876171.000,38961,2,MX,1,100,24
1876211.000,38978,3,MX,1,100,24
1876251.000,38978,3,MX,1,100,24
1876291.000,38978,3,MX,1,100,24
1876331.000,38997,2,MX,1,100,24
1876371.000,38997,2,MX,1,100,25
1876411.000,39013,3,MX,1,100,24
1876451.000,39013,3,MX,1,100,24
1876491.000,39013,3,MX,1,100,23
1876531.000,39028,3,MX,1,100,24
1876571.000,39028,3,MX,1,100,24
1876611.000,39028,3,MX,1,100,25
1876651.000,39045,2,MX,1,100,23
1876691.000,39045,2,MX,1,100,24
1876731.000,39062,3,MX,1,100,25
1876771.000,39062,3,MX,1,100,25
1876811.000,39062,3,MX,1,100,24
1876851.000,39078,2,MX,1,100,24
1876891.000,39078,2,MX,1,100,25
1876931.000,39094,3,MX,1,100,24
1876971.000,39094,3,MX,1,100,24
1877011.000,39094,3,MX,1,100,24
1877051.000,39110,2,MX,1,100,24
1877091.000,39110,2,MX,1,100,24
1877131.000,39127,3,MX,1,100,24
1877171.000,39127,3,MX,1,100,24
1877211.000,39127,3,MX,1,100,24
1877250.667,39144,3,MX,1,100,24
1877290.333,39144,3,MX,1,100,24
1877330.000,39144,3,MX,1,100,24
1877370.000,39166,4,MX,1,100,25
1877410.000,39166,4,MX,1,100,24
1877450.000,39166,4,MX,1,100,24
1877490.000,39166,4,MX,1,100,24
1877530.000,39182,3,MX,1,100,23
1877570.000,39182,3,MX,1,100,24
1877610.000,39182,3,MX,1,100,24
1877650.000,39200,3,MX,1,100,24
1877690.000,39200,3,MX,1,100,24
1877730.000,39200,3,MX,1,100,23
1877770.500,39216,2,MX,1,100,25
1877811.000,39216,2,MX,1,100,24
1877851.000,39231,3,MX,1,100,23
1877891.000,39231,3,MX,1,100,24
1877931.000,39231,3,MX,1,100,24
1877971.000,39248,2,MX,1,100,24
1878011.000,39248,2,MX,1,100,24
1878051.000,39265,3,MX,1,100,24
1878091.000,39265,3,MX,1,100,24
1878131.000,39265,3,MX,1,100,25
1878170.500,39281,2,MX,1,100,25
1878210.000,39281,2,MX,1,100,25
1878250.000,39297,3,MX,1,100,24
1878290.000,39297,3,MX,1,100,25
1878330.000,39297,3,MX,1,100,25
1878370.000,39313,3,MX,1,100,24
1878410.000,39313,3,MX,1,100,25
1878450.000,39313,3,MX,1,100,23
1878490.000,39330,2,MX,1,100,24
1878530.000,39330,2,MX,1,100,24
1878570.000,39347,3,MX,1,100,24
1878610.000,39347,3,MX,1,100,25
1878650.000,39347,3,MX,1,100,24
1878690.000,39362,2,MX,1,100,24
1878730.000,39362,2,MX,1,100,24
1878770.000,39378,3,MX,1,100,25
1878810.000,39378,3,MX,1,100,23
1878850.000,39378,3,MX,1,100,24
1878890.000,39395,2,MX,1,100,25
1878930.000,39395,2,MX,1,100,24
1878970.000,39412,3,MX,1,100,24
1879010.000,39412,3,MX,1,100,24
1879050.000,39412,3,MX,1,100,24
1879090.000,39427,2,MX,1,100,24
1879130.000,39427,2,MX,1,100,24
1879170.000,39443,3,MX,1,100,24
1879210.000,39443,3,MX,1,100,25
1879250.000,39443,3,MX,1,100,24
1879290.000,39461,2,MX,1,100,24
1879330.000,39461,2,MX,1,100,24
1879370.000,39477,3,MX,1,100,24
1879410.000,39477,3,MX,1,100,24
1879450.000,39477,3,MX,1,100,24
1879490.000,39493,2,MX,1,100,25
1879530.000,39493,2,MX,1,100,25
1879570.000,39509,3,MX,1,100,25
1879610.000,39509,3,MX,1,100,24
1879650.000,39509,3,MX,1,100,24
1879690.000,39526,2,MX,1,100,24
1879730.000,39526,2,MX,1,100,24
1879770.000,39542,3,MX,1,100,24
1879810.000,39542,3,MX,1,100,24
1879850.000,39542,3,MX,1,100,24
1879890.000,39560,3,MX,1,100,24
1879930.000,39560,3,MX,1,100,24
1879970.000,39560,3,MX,1,100,24
1880010.000,39574,2,MX,1,100,25
1880050.000,39574,2,MX,1,100,24
1880090.000,39591,3,MX,1,100,25
1880130.000,39591,3,MX,1,100,23
1880170.000,39591,3,MX,1,100,25
1880210.000,39607,3,MX,1,100,24
1880250.000,39607,3,MX,1,100,24
1880290.000,39607,3,MX,1,100,24
1880330.000,39625,2,MX,1,100,23
1880370.000,39625,2,MX,1,100,24
1880410.000,39639,3,MX,1,100,23
1880450.000,39639,3,MX,1,100,24
1880490.000,39639,3,MX,1,100,24
1880530.000,39656,2,MX,1,100,24
1880570.000,39656,2,MX,1,100,24
1880610.000,39673,3,MX,1,100,24
1880650.000,39673,3,MX,1,100,24
1880690.000,39673,3,MX,1,100,25
1880730.000,39690,2,MX,1,100,24
1880770.000,39690,2,MX,1,100,25
1880810.000,39705,3,MX,1,100,24
1880850.000,39705,3,MX,1,100,24
1880890.000,39705,3,MX,1,100,25
1880930.000,39722,2,MX,1,100,24
1880970.000,39722,2,MX,1,100,24
1881010.000,39738,3,MX,1,100,24
1881050.000,39738,3,MX,1,100,25
1881090.000,39738,3,MX,1,100,24
1881130.000,39755,2,MX,1,100,24
1881170.000,39755,2,MX,1,100,24
1881210.000,39772,3,MX,1,100,24
1881250.000,39772,3,MX,1,100,24
1881290.000,39772,3,MX,1,100,24
1881330.500,39789,2,MX,1,100,24
1881371.000,39789,2,MX,1,100,24
1881410.667,39805,3,MX,1,100,25
1881450.333,39805,3,MX,1,100,24
1881490.000,39805,3,MX,1,100,24
1881530.333,39822,3,MX,1,100,24
1881570.667,39822,3,MX,1,100,24
1881611.000,39822,3,MX,1,100,24
1881651.000,39839,2,MX,1,100,24
1881691.000,39839,2,MX,1,100,24
1881731.000,39854,3,MX,1,100,25
1881771.000,39854,3,MX,1,100,24
1881811.000,39854,3,MX,1,100,24
1881851.000,39870,2,MX,1,100,25
1881891.000,39870,2,MX,1,100,24
1881931.000,39888,5,MX,1,100,24
1881971.000,39888,5,MX,1,100,24
1882011.000,39888,5,MX,1,100,23
1882051.000,39888,5,MX,1,100,23
1882091.000,39888,5,MX,1,100,23
1882131.000,39904,4,MX,1,100,24
1882171.000,39904,4,MX,1,100,24
1882211.000,39904,4,MX,1,100,23
1882251.000,39904,4,MX,1,100,24
1882291.000,39922,5,MX,1,100,24
1882331.000,39922,5,MX,1,100,23
1882371.000,39922,5,MX,1,100,23
1882411.000,39922,5,MX,1,100,23
1882451.000,39922,5,MX,1,100,24
1882491.000,39945,6,MX,1,100,24
1882531.000,39945,6,MX,1,100,24
1882571.000,39945,6,MX,1,100,23
1882611.000,39945,6,MX,1,100,23
1882651.000,39945,6,MX,1,100,23
1882691.000,39945,6,MX,1,100,24
1882731.000,39961,3,MX,1,100,24
1882771.000,39961,3,MX,1,100,23
1882811.000,39961,3,MX,1,100,25
1882851.000,39978,2,MX,1,100,24
1882891.000,39978,2,MX,1,100,24
1882931.000,39993,3,MX,1,100,23
1882971.000,39993,3,MX,1,100,25
1883011.000,39993,3,MX,1,100,24
1883051.000,40010,2,MX,1,100,24
1883091.000,40010,2,MX,1,100,24
1883131.000,40026,3,MX,1,100,24
1883171.000,40026,3,MX,1,100,24
1883211.000,40026,3,MX,1,100,24
1883251.000,40044,2,MX,1,100,24
1883291.000,40044,2,MX,1,100,24
1883331.000,40059,3,MX,1,100,25
1883371.000,40059,3,MX,1,100,24
1883411.000,40059,3,MX,1,100,24
1883451.000,40075,3,MX,1,100,25
1883491.000,40075,3,MX,1,100,24
1883531.000,40075,3,MX,1,100,24
1883571.000,40091,2,MX,1,100,25
1883611.000,40091,2,MX,1,100,24
1883651.000,40109,3,MX,1,100,24
1883691.000,40109,3,MX,1,100,24
1883731.000,40109,3,MX,1,100,25
1883771.000,40125,2,MX,1,100,23
1883811.000,40125,2,MX,1,100,24
1883851.000,40140,3,MX,1,100,25
1883891.000,40140,3,MX,1,100,24
1883931.000,40140,3,MX,1,100,24
1883971.000,40157,2,MX,1,100,24
1884011.000,40157,2,MX,1,100,24
1884051.000,40174,3,MX,1,100,24
1884091.000,40174,3,MX,1,100,25
1884131.000,40174,3,MX,1,100,25
1884171.000,40190,2,MX,1,100,24
1884211.000,40190,2,MX,1,100,24
1884251.000,40206,3,MX,1,100,25
1884291.000,40206,3,MX,1,100,24
1884331.000,40206,3,MX,1,100,24
1884371.000,40222,2,MX,1,100,25
1884411.000,40222,2,MX,1,100,25
1884450.667,40239,3,MX,1,100,24
1884490.333,40239,3,MX,1,100,24
1884530.000,40239,3,MX,1,100,24
1884570.500,40256,2,MX,1,100,25
1884611.000,40256,2,MX,1,100,24
1884650.667,40271,3,MX,1,100,24
1884690.333,40271,3,MX,1,100,23
1884730.000,40271,3,MX,1,100,24
1884770.000,40287,3,MX,1,100,24
1884810.000,40287,3,MX,1,100,24
1884850.000,40287,3,MX,1,100,25
1884890.000,40304,2,MX,1,100,24
1884930.000,40304,2,MX,1,100,24
1884970.000,40321,3,MX,1,100,24
1885010.000,40321,3,MX,1,100,24
1885050.000,40321,3,MX,1,100,24
1885090.000,40336,2,MX,1,100,24
1885130.000,40336,2,MX,1,100,24
1885170.000,40352,3,MX,1,100,25
1885210.000,40352,3,MX,1,100,24
1885250.000,40352,3,MX,1,100,24
1885290.000,40370,2,MX,1,100,24
1885330.000,40370,2,MX,1,100,24
1885370.000,40386,3,MX,1,100,24
1885410.000,40386,3,MX,1,100,24
1885450.000,40386,3,MX,1,100,24
1885490.000,40402,2,MX,1,100,25
1885530.000,40402,2,MX,1,100,24
1885570.000,40418,3,MX,1,100,24
1885610.000,40418,3,MX,1,100,24
1885650.000,40418,3,MX,1,100,25
1885690.000,40435,2,MX,1,100,24
1885730.000,40435,2,MX,1,100,24
1885770.000,40451,3,MX,1,100,24
1885810.000,40451,3,MX,1,100,25
1885850.000,40451,3,MX,1,100,24
1885890.000,40467,2,MX,1,100,25
1885930.000,40467,2,MX,1,100,24
1885970.000,40483,3,MX,1,100,24
1886010.000,40483,3,MX,1,100,23
1886050.000,40483,3,MX,1,100,24
1886090.000,40500,3,MX,1,100,24
1886130.000,40500,3,MX,1,100,24
1886170.000,40500,3,MX,1,100,24
1886210.000,40516,2,MX,1,100,24
1886250.000,40516,2,MX,1,100,24
1886290.000,40536,3,MX,1,100,23
1886330.000,40536,3,MX,1,100,24
1886370.000,40536,3,MX,1,100,24
1886410.000,40550,2,MX,1,100,24
1886450.000,40550,2,MX,1,100,25
1886490.000,40567,3,MX,1,100,24
1886530.000,40567,3,MX,1,100,25
1886570.000,40567,3,MX,1,100,24
1886610.000,40584,2,MX,1,100,24
1886650.000,40584,2,MX,1,100,24
1886690.000,40601,3,MX,1,100,24
1886730.000,40601,3,MX,1,100,25
1886770.000,40601,3,MX,1,100,24
1886810.000,40615,2,MX,1,100,24
1886850.000,40615,2,MX,1,100,24
1886890.000,40633,3,MX,1,100,24
1886930.000,40633,3,MX,1,100,23
1886970.000,40633,3,MX,1,100,24
1887010.000,40649,2,MX,1,100,24
1887050.000,40649,2,MX,1,100,24
1887090.000,40666,3,MX,1,100,24
1887130.000,40666,3,MX,1,100,24
1887170.000,40666,3,MX,1,100,24
1887210.000,40680,2,MX,1,100,24
1887250.000,40680,2,MX,1,100,24
1887290.000,40698,3,MX,1,100,24
1887330.000,40698,3,MX,1,100,24
1887370.000,40698,3,MX,1,100,24
1887410.000,40714,3,MX,1,100,24
1887450.000,40714,3,MX,1,100,24
1887490.000,40714,3,MX,1,100,23
1887530.000,40731,2,MX,1,100,23
1887570.000,40731,2,MX,1,100,24
1887610.000,40746,3,MX,1,100,23
1887650.000,40746,3,MX,1,100,23
1887690.000,40746,3,MX,1,100,24
1887730.000,40767,3,MX,1,100,23
1887770.000,40767,3,MX,1,100,24
1887810.000,40767,3,MX,1,100,24
1887850.000,40781,3,MX,1,100,25
1887890.000,40781,3,MX,1,100,24
1887930.000,40781,3,MX,1,100,24
1887970.000,40799,2,MX,1,100,23
1888010.000,40799,2,MX,1,100,23
1888050.000,40815,3,MX,1,100,23
1888090.000,40815,3,MX,1,100,24
1888130.000,40815,3,MX,1,100,24
1888170.000,40832,3,MX,1,100,24
1888210.000,40832,3,MX,1,100,24
1888250.000,40832,3,MX,1,100,23
1888290.000,40847,2,MX,1,100,23
1888330.000,40847,2,MX,1,100,23
1888370.000,40864,3,MX,1,100,24
1888410.000,40864,3,MX,1,100,24
1888450.000,40864,3,MX,1,100,24
1888490.000,40880,2,MX,1,100,24
1888530.000,40880,2,MX,1,100,24
1888570.000,40898,3,MX,1,100,24
1888610.000,40898,3,MX,1,100,23
1888650.000,40898,3,MX,1,100,24
1888696.500,40912,2,MX,1,100,23
