EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1864412.000,37098,3,MY,1,100,-46
1864452.000,37114,2,MY,1,100,-46
1864492.000,37114,2,MY,1,100,-46
1864532.000,37129,3,MY,1,100,-46
1864572.000,37129,3,MY,1,100,-46
1864612.000,37129,3,MY,1,100,-46
1864652.000,37146,2,MY,1,100,-46
1864692.000,37146,2,MY,1,100,-47
1864732.000,37163,3,MY,1,100,-46
1864772.000,37163,3,MY,1,100,-46
1864812.000,37163,3,MY,1,100,-47
1864852.000,37179,2,MY,1,100,-46
1864892.000,37179,2,MY,1,100,-46
1864932.000,37195,3,MY,1,100,-46
1864972.000,37195,3,MY,1,100,-46
1865012.000,37195,3,MY,1,100,-46
1865052.000,37211,2,MY,1,100,-46
1865092.000,37211,2,MY,1,100,-46
1865132.000,37228,3,MY,1,100,-46
1865172.000,37228,3,MY,1,100,-46
1865212.000,37228,3,MY,1,100,-46
1865252.000,37245,2,MY,1,100,-46
1865292.000,37245,2,MY,1,100,-47
1865332.000,37260,3,MY,1,100,-47
1865372.000,37260,3,MY,1,100,-45
1865412.000,37260,3,MY,1,100,-46
1865452.000,37276,3,MY,1,100,-46
1865492.000,37276,3,MY,1,100,-45
1865532.000,37276,3,MY,1,100,-47
1865572.000,37293,2,MY,1,100,-47
1865612.000,37293,2,MY,1,100,-47
1865652.000,37310,3,MY,1,100,-44
1865692.000,37310,3,MY,1,100,-47
1865732.000,37310,3,MY,1,100,-45
1865772.000,37326,2,MY,1,100,-46
1865812.000,37326,2,MY,1,100,-46
1865852.000,37341,3,MY,1,100,-46
1865892.000,37341,3,MY,1,100,-46
1865932.000,37341,3,MY,1,100,-47
1865972.000,37359,2,MY,1,100,-47
1866012.000,37359,2,MY,1,100,-45
1866052.000,37375,3,MY,1,100,-46
1866092.000,37375,3,MY,1,100,-46
1866132.000,37375,3,MY,1,100,-46
1866171.750,37393,4,MY,1,100,-46
1866211.500,37393,4,MY,1,100,-46
1866251.250,37393,4,MY,1,100,-46
1866291.000,37393,4,MY,1,100,-46
1866331.333,37411,3,MY,1,100,-45
1866371.667,37411,3,MY,1,100,-46
1866412.000,37411,3,MY,1,100,-46
1866452.000,37428,2,MY,1,100,-46
1866492.000,37428,2,MY,1,100,-46
1866532.000,37442,3,MY,1,100,-47
1866572.000,37442,3,MY,1,100,-47
1866612.000,37442,3,MY,1,100,-46
1866652.000,37460,2,MY,1,100,-46
1866692.000,37460,2,MY,1,100,-46
1866732.000,37476,3,MY,1,100,-47
1866772.000,37476,3,MY,1,100,-45
1866812.000,37476,3,MY,1,100,-46
1866852.000,37493,3,MY,1,100,-47
1866892.000,37493,3,MY,1,100,-46
1866932.000,37493,3,MY,1,100,-46
1866972.000,37509,2,MY,1,100,-46
1867012.000,37509,2,MY,1,100,-45
1867052.000,37525,3,MY,1,100,-46
1867092.000,37525,3,MY,1,100,-46
1867132.000,37525,3,MY,1,100,-45
1867171.750,37548,4,MY,1,100,-46
1867211.500,37548,4,MY,1,100,-45
1867251.250,37548,4,MY,1,100,-46
1867291.000,37548,4,MY,1,100,-46
1867331.000,37566,2,MY,1,100,-47
1867371.000,37566,2,MY,1,100,-47
1867411.000,37582,3,MY,1,100,-47
1867451.000,37582,3,MY,1,100,-46
1867491.000,37582,3,MY,1,100,-46
1867531.000,37599,2,MY,1,100,-46
1867571.000,37599,2,MY,1,100,-46
1867611.000,37615,3,MY,1,100,-46
1867651.000,37615,3,MY,1,100,-46
1867691.000,37615,3,MY,1,100,-46
1867731.000,37631,2,MY,1,100,-46
1867771.000,37631,2,MY,1,100,-46
1867811.333,37647,3,MY,1,100,-46
1867851.667,37647,3,MY,1,100,-46
1867892.000,37647,3,MY,1,100,-45
1867931.500,37665,2,MY,1,100,-46
1867971.000,37665,2,MY,1,100,-46
1868011.333,37680,3,MY,1,100,-45
1868051.667,37680,3,MY,1,100,-44
1868092.000,37680,3,MY,1,100,-46
1868131.500,37696,2,MY,1,100,-46
1868171.000,37696,2,MY,1,100,-46
1868211.000,37713,3,MY,1,100,-46
1868251.000,37713,3,MY,1,100,-46
1868291.000,37713,3,MY,1,100,-45
1868331.500,37730,2,MY,1,100,-45
1868372.000,37730,2,MY,1,100,-46
1868411.667,37746,3,MY,1,100,-46
1868451.333,37746,3,MY,1,100,-46
1868491.000,37746,3,MY,1,100,-46
1868531.000,37764,3,MY,1,100,-45
1868571.000,37764,3,MY,1,100,-46
1868611.000,37764,3,MY,1,100,-46
1868651.000,37778,3,MY,1,100,-46
1868691.000,37778,3,MY,1,100,-46
1868731.000,37778,3,MY,1,100,-46
1868771.000,37795,2,MY,1,100,-45
1868811.000,37795,2,MY,1,100,-46
1868851.000,37811,3,MY,1,100,-46
1868891.000,37811,3,MY,1,100,-46
1868931.000,37811,3,MY,1,100,-46
1868971.000,37829,2,MY,1,100,-46
1869011.000,37829,2,MY,1,100,-47
1869051.000,37843,3,MY,1,100,-45
1869091.000,37843,3,MY,1,100,-45
1869131.000,37843,3,MY,1,100,-44
1869171.000,37860,3,MY,1,100,-47
1869211.000,37860,3,MY,1,100,-46
1869251.000,37860,3,MY,1,100,-47
1869291.000,37877,2,MY,1,100,-45
1869331.000,37877,2,MY,1,100,-46
1869371.333,37894,3,MY,1,100,-46
1869411.667,37894,3,MY,1,100,-47
1869452.000,37894,3,MY,1,100,-46
1869491.500,37908,2,MY,1,100,-46
1869531.000,37908,2,MY,1,100,-45
1869571.000,37926,3,MY,1,100,-47
1869611.000,37926,3,MY,1,100,-46
1869651.000,37926,3,MY,1,100,-46
1869691.000,37942,2,MY,1,100,-46
1869731.000,37942,2,MY,1,100,-46
1869771.000,37959,3,MY,1,100,-46
1869811.000,37959,3,MY,1,100,-46
1869851.000,37959,3,MY,1,100,-45
1869891.000,37973,2,MY,1,100,-46
1869931.000,37973,2,MY,1,100,-46
1869971.000,37991,3,MY,1,100,-46
1870011.000,37991,3,MY,1,100,-46
1870051.000,37991,3,MY,1,100,-45
1870091.000,38007,2,MY,1,100,-46
1870131.000,38007,2,MY,1,100,-45
1870171.000,38024,3,MY,1,100,-46
1870211.000,38024,3,MY,1,100,-46
1870251.000,38024,3,MY,1,100,-46
1870291.000,38040,2,MY,1,100,-46
1870331.000,38040,2,MY,1,100,-46
1870371.000,38056,3,MY,1,100,-46
1870411.000,38056,3,MY,1,100,-46
1870451.000,38056,3,MY,1,100,-46
1870491.000,38072,2,MY,1,100,-45
1870531.000,38072,2,MY,1,100,-46
1870571.000,38090,3,MY,1,100,-47
1870611.000,38090,3,MY,1,100,-47
1870651.000,38090,3,MY,1,100,-46
1870691.000,38106,3,MY,1,100,-47
1870731.000,38106,3,MY,1,100,-46
1870771.000,38106,3,MY,1,100,-46
1870811.000,38121,3,MY,1,100,-46
1870851.000,38121,3,MY,1,100,-46
1870891.000,38121,3,MY,1,100,-46
1870931.000,38138,2,MY,1,100,-46
1870971.000,38138,2,MY,1,100,-46
1871011.000,38155,3,MY,1,100,-46
1871051.000,38155,3,MY,1,100,-47
1871091.000,38155,3,MY,1,100,-46
1871131.000,38171,2,MY,1,100,-45
1871171.000,38171,2,MY,1,100,-46
1871211.000,38187,3,MY,1,100,-46
1871251.000,38187,3,MY,1,100,-45
1871291.000,38187,3,MY,1,100,-46
1871331.000,38205,2,MY,1,100,-46
1871371.000,38205,2,MY,1,100,-46
1871411.000,38222,3,MY,1,100,-47
1871451.000,38222,3,MY,1,100,-46
1871491.000,38222,3,MY,1,100,-46
1871531.000,38238,2,MY,1,100,-47
1871571.000,38238,2,MY,1,100,-45
1871611.000,38256,3,MY,1,100,-46
1871651.000,38256,3,MY,1,100,-46
1871691.000,38256,3,MY,1,100,-46
1871731.000,38270,2,MY,1,100,-47
1871771.000,38270,2,MY,1,100,-46
1871811.000,38287,3,MY,1,100,-46
1871851.000,38287,3,MY,1,100,-46
1871891.000,38287,3,MY,1,100,-46
1871931.000,38304,2,MY,1,100,-46
1871971.000,38304,2,MY,1,100,-46
1872011.000,38321,3,MY,1,100,-46
1872051.000,38321,3,MY,1,100,-46
1872091.000,38321,3,MY,1,100,-45
1872131.000,38335,3,MY,1,100,-47
1872171.000,38335,3,MY,1,100,-47
1872211.000,38335,3,MY,1,100,-47
1872251.000,38358,4,MY,1,100,-47
1872291.000,38358,4,MY,1,100,-46
1872331.000,38358,4,MY,1,100,-46
1872371.000,38358,4,MY,1,100,-47
1872411.000,38374,3,MY,1,100,-46
1872451.000,38374,3,MY,1,100,-46
1872491.000,38374,3,MY,1,100,-46
1872531.000,38389,2,MY,1,100,-46
1872571.000,38389,2,MY,1,100,-46
1872611.000,38407,3,MY,1,100,-47
1872651.000,38407,3,MY,1,100,-46
1872691.000,38407,3,MY,1,100,-46
1872731.000,38423,2,MY,1,100,-47
1872771.000,38423,2,MY,1,100,-46
1872811.000,38440,3,MY,1,100,-46
1872851.000,38440,3,MY,1,100,-46
1872891.000,38440,3,MY,1,100,-47
1872931.000,38457,3,MY,1,100,-46
1872971.000,38457,3,MY,1,100,-45
1873011.000,38457,3,MY,1,100,-47
1873051.000,38472,3,MY,1,100,-47
1873091.000,38472,3,MY,1,100,-46
1873131.000,38472,3,MY,1,100,-46
1873171.000,38488,2,MY,1,100,-46
1873211.000,38488,2,MY,1,100,-46
1873251.000,38506,3,MY,1,100,-47
1873291.000,38506,3,MY,1,100,-46
1873331.000,38506,3,MY,1,100,-47
1873371.000,38522,2,MY,1,100,-47
1873411.000,38522,2,MY,1,100,-46
1873451.000,38537,3,MY,1,100,-46
1873491.000,38537,3,MY,1,100,-46
1873531.000,38537,3,MY,1,100,-47
1873571.000,38554,2,MY,1,100,-47
1873611.000,38554,2,MY,1,100,-46
1873651.000,38571,3,MY,1,100,-46
1873691.000,38571,3,MY,1,100,-46
1873731.000,38571,3,MY,1,100,-47
1873771.000,38587,2,MY,1,100,-46
1873811.000,38587,2,MY,1,100,-46
1873851.000,38602,3,MY,1,100,-46
1873891.000,38602,3,MY,1,100,-47
1873931.000,38602,3,MY,1,100,-46
1873971.000,38619,3,MY,1,100,-46
1874011.000,38619,3,MY,1,100,-47
1874051.000,38619,3,MY,1,100,-47
1874091.000,38636,2,MY,1,100,-46
1874131.000,38636,2,MY,1,100,-47
1874171.000,38652,3,MY,1,100,-47
1874211.000,38652,3,MY,1,100,-46
1874251.000,38652,3,MY,1,100,-46
1874291.000,38668,2,MY,1,100,-47
1874331.000,38668,2,MY,1,100,-46
1874371.000,38684,3,MY,1,100,-46
1874411.000,38684,3,MY,1,100,-47
1874451.000,38684,3,MY,1,100,-46
1874491.000,38701,2,MY,1,100,-46
1874531.000,38701,2,MY,1,100,-46
1874571.000,38718,3,MY,1,100,-47
1874611.000,38718,3,MY,1,100,-47
1874651.000,38718,3,MY,1,100,-45
1874691.000,38733,2,MY,1,100,-47
1874731.000,38733,2,MY,1,100,-47
1874771.000,38749,3,MY,1,100,-47
1874811.000,38749,3,MY,1,100,-46
1874851.000,38749,3,MY,1,100,-45
1874891.000,38766,2,MY,1,100,-47
1874931.000,38766,2,MY,1,100,-47
1874971.000,38783,3,MY,1,100,-46
1875011.000,38783,3,MY,1,100,-47
1875051.000,38783,3,MY,1,100,-46
1875091.000,38799,2,MY,1,100,-46
1875131.000,38799,2,MY,1,100,-46
1875171.000,38814,3,MY,1,100,-46
1875211.000,38814,3,MY,1,100,-46
1875251.000,38814,3,MY,1,100,-47
1875291.000,38832,3,MY,1,100,-45
1875331.000,38832,3,MY,1,100,-46
1875371.000,38832,3,MY,1,100,-46
1875411.000,38848,3,MY,1,100,-46
1875451.000,38848,3,MY,1,100,-46
1875491.000,38848,3,MY,1,100,-46
1875531.000,38865,2,MY,1,100,-45
1875571.000,38865,2,MY,1,100,-46
1875611.000,38881,3,MY,1,100,-46
1875651.000,38881,3,MY,1,100,-47
1875691.000,38881,3,MY,1,100,-47
1875731.000,38897,2,MY,1,100,-47
1875771.000,38897,2,MY,1,100,-47
1875811.000,38913,3,MY,1,100,-46
1875851.000,38913,3,MY,1,100,-46
1875891.000,38913,3,MY,1,100,-46
1875931.000,38931,2,MY,1,100,-46
1875971.000,38931,2,MY,1,100,-46
1876011.000,38947,3,MY,1,100,-46
1876051.000,38947,3,MY,1,100,-47
1876091.000,38947,3,MY,1,100,-46
1876131.000,38962,2,MY,1,100,-46
1876171.000,38962,2,MY,1,100,-46
1876211.000,38979,3,MY,1,100,-46
1876251.000,38979,3,MY,1,100,-46
1876291.000,38979,3,MY,1,100,-46
1876331.000,38998,2,MY,1,100,-46
1876371.000,38998,2,MY,1,100,-45
1876411.000,39014,3,MY,1,100,-46
1876451.000,39014,3,MY,1,100,-47
1876491.000,39014,3,MY,1,100,-46
1876531.000,39029,3,MY,1,100,-47
1876571.000,39029,3,MY,1,100,-47
1876611.000,39029,3,MY,1,100,-46
1876651.000,39046,2,MY,1,100,-46
1876691.000,39046,2,MY,1,100,-45
1876731.000,39063,3,MY,1,100,-46
1876771.000,39063,3,MY,1,100,-46
1876811.000,39063,3,MY,1,100,-46
1876851.000,39079,2,MY,1,100,-46
1876891.000,39079,2,MY,1,100,-45
1876931.000,39095,3,MY,1,100,-46
1876971.000,39095,3,MY,1,100,-47
1877011.000,39095,3,MY,1,100,-46
1877051.000,39111,2,MY,1,100,-46
1877091.000,39111,2,MY,1,100,-46
1877131.000,39128,3,MY,1,100,-44
1877171.000,39128,3,MY,1,100,-47
1877211.000,39128,3,MY,1,100,-46
1877250.667,39145,3,MY,1,100,-47
1877290.333,39145,3,MY,1,100,-46
1877330.000,39145,3,MY,1,100,-46
1877370.000,39167,4,MY,1,100,-46
1877410.000,39167,4,MY,1,100,-45
1877450.000,39167,4,MY,1,100,-46
1877490.000,39167,4,MY,1,100,-46
1877530.000,39183,3,MY,1,100,-46
1877570.000,39183,3,MY,1,100,-46
1877610.000,39183,3,MY,1,100,-46
1877650.000,39201,3,MY,1,100,-47
1877690.000,39201,3,MY,1,100,-45
1877730.000,39201,3,MY,1,100,-47
1877770.500,39217,2,MY,1,100,-46
1877811.000,39217,2,MY,1,100,-46
1877851.000,39232,3,MY,1,100,-47
1877891.000,39232,3,MY,1,100,-46
1877931.000,39232,3,MY,1,100,-46
1877971.000,39249,2,MY,1,100,-46
1878011.000,39249,2,MY,1,100,-46
1878051.000,39266,3,MY,1,100,-46
1878091.000,39266,3,MY,1,100,-47
1878131.000,39266,3,MY,1,100,-46
1878170.500,39282,2,MY,1,100,-46
1878210.000,39282,2,MY,1,100,-46
1878250.000,39298,3,MY,1,100,-46
1878290.000,39298,3,MY,1,100,-46
1878330.000,39298,3,MY,1,100,-47
1878370.000,39314,3,MY,1,100,-47
1878410.000,39314,3,MY,1,100,-46
1878450.000,39314,3,MY,1,100,-46
1878490.000,39331,2,MY,1,100,-46
1878530.000,39331,2,MY,1,100,-46
1878570.000,39348,3,MY,1,100,-46
1878610.000,39348,3,MY,1,100,-46
1878650.000,39348,3,MY,1,100,-45
1878690.000,39363,2,MY,1,100,-46
1878730.000,39363,2,MY,1,100,-47
1878770.000,39379,3,MY,1,100,-47
1878810.000,39379,3,MY,1,100,-45
1878850.000,39379,3,MY,1,100,-46
1878890.000,39396,2,MY,1,100,-46
1878930.000,39396,2,MY,1,100,-46
1878970.000,39413,3,MY,1,100,-46
1879010.000,39413,3,MY,1,100,-46
1879050.000,39413,3,MY,1,100,-47
1879090.000,39428,2,MY,1,100,-46
1879130.000,39428,2,MY,1,100,-45
1879170.000,39444,3,MY,1,100,-45
1879210.000,39444,3,MY,1,100,-47
1879250.000,39444,3,MY,1,100,-46
1879290.000,39462,2,MY,1,100,-46
1879330.000,39462,2,MY,1,100,-45
1879370.000,39478,3,MY,1,100,-46
1879410.000,39478,3,MY,1,100,-46
1879450.000,39478,3,MY,1,100,-46
1879490.000,39494,2,MY,1,100,-46
1879530.000,39494,2,MY,1,100,-47
1879570.000,39510,3,MY,1,100,-46
1879610.000,39510,3,MY,1,100,-46
1879650.000,39510,3,MY,1,100,-46
1879690.000,39527,2,MY,1,100,-46
1879730.000,39527,2,MY,1,100,-46
1879770.000,39543,3,MY,1,100,-46
1879810.000,39543,3,MY,1,100,-46
1879850.000,39543,3,MY,1,100,-46
1879890.000,39561,3,MY,1,100,-45
1879930.000,39561,3,MY,1,100,-47
1879970.000,39561,3,MY,1,100,-46
1880010.000,39575,2,MY,1,100,-46
1880050.000,39575,2,MY,1,100,-47
1880090.000,39592,3,MY,1,100,-46
1880130.000,39592,3,MY,1,100,-46
1880170.000,39592,3,MY,1,100,-47
1880210.000,39608,3,MY,1,100,-46
1880250.000,39608,3,MY,1,100,-47
1880290.000,39608,3,MY,1,100,-46
1880330.000,39626,2,MY,1,100,-46
1880370.000,39626,2,MY,1,100,-45
1880410.000,39640,3,MY,1,100,-47
1880450.000,39640,3,MY,1,100,-46
1880490.000,39640,3,MY,1,100,-44
1880530.000,39657,2,MY,1,100,-46
1880570.000,39657,2,MY,1,100,-46
1880610.000,39674,3,MY,1,100,-46
1880650.000,39674,3,MY,1,100,-47
1880690.000,39674,3,MY,1,100,-46
1880730.000,39691,2,MY,1,100,-46
1880770.000,39691,2,MY,1,100,-47
1880810.000,39706,3,MY,1,100,-46
1880850.000,39706,3,MY,1,100,-45
1880890.000,39706,3,MY,1,100,-46
1880930.000,39723,2,MY,1,100,-46
1880970.000,39723,2,MY,1,100,-47
1881010.000,39739,3,MY,1,100,-46
1881050.000,39739,3,MY,1,100,-47
1881090.000,39739,3,MY,1,100,-46
1881130.000,39756,2,MY,1,100,-47
1881170.000,39756,2,MY,1,100,-46
1881210.000,39773,3,MY,1,100,-46
1881250.000,39773,3,MY,1,100,-47
1881290.000,39773,3,MY,1,100,-46
1881330.500,39790,2,MY,1,100,-46
1881371.000,39790,2,MY,1,100,-45
1881410.667,39806,3,MY,1,100,-47
1881450.333,39806,3,MY,1,100,-45
1881490.000,39806,3,MY,1,100,-46
1881530.333,39823,3,MY,1,100,-47
1881570.667,39823,3,MY,1,100,-46
1881611.000,39823,3,MY,1,100,-46
1881651.000,39840,2,MY,1,100,-47
1881691.000,39840,2,MY,1,100,-46
1881731.000,39855,3,MY,1,100,-46
1881771.000,39855,3,MY,1,100,-47
1881811.000,39855,3,MY,1,100,-44
1881851.000,39871,2,MY,1,100,-47
1881891.000,39871,2,MY,1,100,-46
1881931.000,39889,5,MY,1,100,-46
1881971.000,39889,5,MY,1,100,-46
1882011.000,39889,5,MY,1,100,-46
1882051.000,39889,5,MY,1,100,-46
1882091.000,39889,5,MY,1,100,-46
1882131.000,39905,4,MY,1,100,-47
1882171.000,39905,4,MY,1,100,-46
1882211.000,39905,4,MY,1,100,-45
1882251.000,39905,4,MY,1,100,-45
1882291.000,39923,5,MY,1,100,-45
1882331.000,39923,5,MY,1,100,-46
1882371.000,39923,5,MY,1,100,-46
1882411.000,39923,5,MY,1,100,-45
1882451.000,39923,5,MY,1,100,-46
1882491.000,39946,6,MY,1,100,-46
1882531.000,39946,6,MY,1,100,-46
1882571.000,39946,6,MY,1,100,-46
1882611.000,39946,6,MY,1,100,-45
1882651.000,39946,6,MY,1,100,-45
1882691.000,39946,6,MY,1,100,-47
1882731.000,39962,3,MY,1,100,-45
1882771.000,39962,3,MY,1,100,-46
1882811.000,39962,3,MY,1,100,-45
1882851.000,39979,2,MY,1,100,-46
1882891.000,39979,2,MY,1,100,-46
1882931.000,39994,3,MY,1,100,-46
1882971.000,39994,3,MY,1,100,-46
1883011.000,39994,3,MY,1,100,-47
1883051.000,40011,2,MY,1,100,-46
1883091.000,40011,2,MY,1,100,-47
1883131.000,40027,3,MY,1,100,-46
1883171.000,40027,3,MY,1,100,-47
1883211.000,40027,3,MY,1,100,-47
1883251.000,40045,2,MY,1,100,-46
1883291.000,40045,2,MY,1,100,-47
1883331.000,40060,3,MY,1,100,-46
1883371.000,40060,3,MY,1,100,-46
1883411.000,40060,3,MY,1,100,-46
1883451.000,40076,3,MY,1,100,-46
1883491.000,40076,3,MY,1,100,-46
1883531.000,40076,3,MY,1,100,-46
1883571.000,40092,2,MY,1,100,-45
1883611.000,40092,2,MY,1,100,-47
1883651.000,40110,3,MY,1,100,-45
1883691.000,40110,3,MY,1,100,-47
1883731.000,40110,3,MY,1,100,-46
1883771.000,40126,2,MY,1,100,-46
1883811.000,40126,2,MY,1,100,-46
1883851.000,40141,3,MY,1,100,-46
1883891.000,40141,3,MY,1,100,-46
1883931.000,40141,3,MY,1,100,-46
1883971.000,40158,2,MY,1,100,-47
1884011.000,40158,2,MY,1,100,-47
1884051.000,40175,3,MY,1,100,-47
1884091.000,40175,3,MY,1,100,-46
1884131.000,40175,3,MY,1,100,-46
1884171.000,40191,2,MY,1,100,-47
1884211.000,40191,2,MY,1,100,-47
1884251.000,40207,3,MY,1,100,-46
1884291.000,40207,3,MY,1,100,-46
1884331.000,40207,3,MY,1,100,-47
1884371.000,40223,2,MY,1,100,-45
1884411.000,40223,2,MY,1,100,-47
1884450.667,40240,3,MY,1,100,-46
1884490.333,40240,3,MY,1,100,-46
1884530.000,40240,3,MY,1,100,-47
1884570.500,40257,2,MY,1,100,-47
1884611.000,40257,2,MY,1,100,-46
1884650.667,40272,3,MY,1,100,-46
1884690.333,40272,3,MY,1,100,-46
1884730.000,40272,3,MY,1,100,-46
1884770.000,40288,3,MY,1,100,-47
1884810.000,40288,3,MY,1,100,-47
1884850.000,40288,3,MY,1,100,-47
1884890.000,40305,2,MY,1,100,-47
1884930.000,40305,2,MY,1,100,-45
1884970.000,40322,3,MY,1,100,-46
1885010.000,40322,3,MY,1,100,-47
1885050.000,40322,3,MY,1,100,-46
1885090.000,40337,2,MY,1,100,-46
1885130.000,40337,2,MY,1,100,-46
1885170.000,40353,3,MY,1,100,-46
1885210.000,40353,3,MY,1,100,-47
1885250.000,40353,3,MY,1,100,-46
1885290.000,40371,2,MY,1,100,-46
1885330.000,40371,2,MY,1,100,-46
1885370.000,40387,3,MY,1,100,-46
1885410.000,40387,3,MY,1,100,-46
1885450.000,40387,3,MY,1,100,-47
1885490.000,40403,2,MY,1,100,-46
1885530.000,40403,2,MY,1,100,-46
1885570.000,40419,3,MY,1,100,-47
1885610.000,40419,3,MY,1,100,-45
1885650.000,40419,3,MY,1,100,-46
1885690.000,40436,2,MY,1,100,-46
1885730.000,40436,2,MY,1,100,-46
1885770.000,40452,3,MY,1,100,-46
1885810.000,40452,3,MY,1,100,-45
1885850.000,40452,3,MY,1,100,-46
1885890.000,40468,2,MY,1,100,-47
1885930.000,40468,2,MY,1,100,-46
1885970.000,40484,3,MY,1,100,-46
1886010.000,40484,3,MY,1,100,-47
1886050.000,40484,3,MY,1,100,-46
1886090.000,40501,3,MY,1,100,-47
1886130.000,40501,3,MY,1,100,-46
1886170.000,40501,3,MY,1,100,-46
1886210.000,40517,2,MY,1,100,-46
1886250.000,40517,2,MY,1,100,-46
1886290.000,40537,3,MY,1,100,-47
1886330.000,40537,3,MY,1,100,-46
1886370.000,40537,3,MY,1,100,-46
1886410.000,40551,2,MY,1,100,-45
1886450.000,40551,2,MY,1,100,-47
1886490.000,40568,3,MY,1,100,-46
1886530.000,40568,3,MY,1,100,-47
1886570.000,40568,3,MY,1,100,-46
1886610.000,40585,2,MY,1,100,-46
1886650.000,40585,2,MY,1,100,-46
1886690.000,40602,3,MY,1,100,-45
1886730.000,40602,3,MY,1,100,-45
1886770.000,40602,3,MY,1,100,-45
1886810.000,40616,2,MY,1,100,-46
1886850.000,40616,2,MY,1,100,-45
1886890.000,40634,3,MY,1,100,-46
1886930.000,40634,3,MY,1,100,-45
1886970.000,40634,3,MY,1,100,-45
1887010.000,40650,2,MY,1,100,-47
1887050.000,40650,2,MY,1,100,-46
1887090.000,40667,3,MY,1,100,-46
1887130.000,40667,3,MY,1,100,-46
1887170.000,40667,3,MY,1,100,-46
1887210.000,40681,2,MY,1,100,-47
1887250.000,40681,2,MY,1,100,-45
1887290.000,40699,3,MY,1,100,-46
1887330.000,40699,3,MY,1,100,-46
1887370.000,40699,3,MY,1,100,-46
1887410.000,40715,3,MY,1,100,-46
1887450.000,40715,3,MY,1,100,-46
1887490.000,40715,3,MY,1,100,-46
1887530.000,40732,2,MY,1,100,-45
1887570.000,40732,2,MY,1,100,-46
1887610.000,40747,3,MY,1,100,-46
1887650.000,40747,3,MY,1,100,-46
1887690.000,40747,3,MY,1,100,-45
1887730.000,40768,3,MY,1,100,-46
1887770.000,40768,3,MY,1,100,-46
1887810.000,40768,3,MY,1,100,-46
1887850.000,40782,3,MY,1,100,-44
1887890.000,40782,3,MY,1,100,-45
1887930.000,40782,3,MY,1,100,-45
1887970.000,40800,2,MY,1,100,-44
1888010.000,40800,2,MY,1,100,-46
1888050.000,40816,3,MY,1,100,-46
1888090.000,40816,3,MY,1,100,-46
1888130.000,40816,3,MY,1,100,-46
1888170.000,40833,3,MY,1,100,-46
1888210.000,40833,3,MY,1,100,-44
1888250.000,40833,3,MY,1,100,-46
1888290.000,40848,2,MY,1,100,-46
1888330.000,40848,2,MY,1,100,-45
1888370.000,40865,3,MY,1,100,-45
1888410.000,40865,3,MY,1,100,-46
1888450.000,40865,3,MY,1,100,-45
1888490.000,40881,2,MY,1,100,-46
1888530.000,40881,2,MY,1,100,-45
1888570.000,40899,3,MY,1,100,-45
1888610.000,40899,3,MY,1,100,-45
1888650.000,40899,3,MY,1,100,-45
1888696.500,40913,2,MY,1,100,-46
1888743.000,40913,2,MY,1,100,-46
1888778.667,40930,3,MY,1,100,-45
1888814.333,40930,3,MY,1,100,-45
1888850.000,40930,3,MY,1,100,-46
1888896.500,40946,2,MY,1,100,-45
1888943.000,40946,2,MY,1,100,-47
