EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1863919.000,37021,3,PG,1,100,385
1863959.000,37021,3,PG,1,100,385
1863999.000,37021,3,PG,1,100,390
1864039.000,37037,2,PG,1,100,383
1864079.000,37037,2,PG,1,100,394
1864119.000,37054,3,PG,1,100,380
1864159.000,37054,3,PG,1,100,380
1864199.000,37054,3,PG,1,100,381
1864239.000,37069,2,PG,1,100,373
1864279.000,37069,2,PG,1,100,397
1864319.000,37086,3,PG,1,100,388
1864359.000,37086,3,PG,1,100,381
1864399.000,37086,3,PG,1,100,367
1864439.000,37102,2,PG,1,100,378
1864479.000,37102,2,PG,1,100,375
1864519.000,37119,3,PG,1,100,374
1864559.000,37119,3,PG,1,100,389
1864599.000,37119,3,PG,1,100,380
1864639.000,37134,3,PG,1,100,398
1864679.000,37134,3,PG,1,100,384
1864719.000,37134,3,PG,1,100,397
1864759.000,37151,2,PG,1,100,401
1864799.000,37151,2,PG,1,100,387
1864839.000,37167,3,PG,1,100,376
1864879.000,37167,3,PG,1,100,408
1864919.000,37167,3,PG,1,100,410
1864959.000,37185,2,PG,1,100,397
1864999.000,37185,2,PG,1,100,409
1865039.000,37199,3,PG,1,100,390
1865079.000,37199,3,PG,1,100,388
1865119.000,37199,3,PG,1,100,402
1865159.000,37216,2,PG,1,100,396
1865199.000,37216,2,PG,1,100,397
1865239.000,37233,3,PG,1,100,401
1865279.000,37233,3,PG,1,100,394
1865319.000,37233,3,PG,1,100,400
1865359.000,37250,2,PG,1,100,393
1865399.000,37250,2,PG,1,100,394
1865439.000,37264,3,PG,1,100,391
1865479.000,37264,3,PG,1,100,393
1865519.000,37264,3,PG,1,100,401
1865559.000,37281,2,PG,1,100,401
1865599.000,37281,2,PG,1,100,396
1865639.000,37298,3,PG,1,100,393
1865679.000,37298,3,PG,1,100,399
1865719.000,37298,3,PG,1,100,400
1865759.000,37315,2,PG,1,100,402
1865799.000,37315,2,PG,1,100,401
1865839.000,37330,3,PG,1,100,397
1865879.000,37330,3,PG,1,100,395
1865919.000,37330,3,PG,1,100,389
1865959.000,37347,2,PG,1,100,391
1865999.000,37347,2,PG,1,100,393
1866039.000,37363,3,PG,1,100,391
1866079.000,37363,3,PG,1,100,385
1866119.000,37363,3,PG,1,100,390
1866159.000,37381,5,PG,1,100,378
1866199.000,37381,5,PG,1,100,392
1866239.000,37381,5,PG,1,100,385
1866279.000,37381,5,PG,1,100,383
1866319.000,37381,5,PG,1,100,392
1866359.000,37399,2,PG,1,100,383
1866399.000,37399,2,PG,1,100,381
1866439.000,37416,3,PG,1,100,385
1866479.000,37416,3,PG,1,100,383
1866519.000,37416,3,PG,1,100,381
1866559.000,37432,2,PG,1,100,401
1866599.000,37432,2,PG,1,100,382
1866639.000,37448,3,PG,1,100,394
1866679.000,37448,3,PG,1,100,394
1866719.000,37448,3,PG,1,100,380
1866759.000,37464,2,PG,1,100,402
1866799.000,37464,2,PG,1,100,395
1866839.000,37481,3,PG,1,100,396
1866879.000,37481,3,PG,1,100,393
1866919.000,37481,3,PG,1,100,393
1866959.000,37498,2,PG,1,100,400
1866999.000,37498,2,PG,1,100,398
1867039.000,37514,3,PG,1,100,392
1867079.000,37514,3,PG,1,100,379
1867119.000,37514,3,PG,1,100,403
1867159.000,37536,4,PG,1,100,383
1867199.000,37536,4,PG,1,100,396
1867239.000,37536,4,PG,1,100,390
1867279.000,37536,4,PG,1,100,400
1867319.000,37554,2,PG,1,100,382
1867359.000,37554,2,PG,1,100,390
1867399.000,37570,3,PG,1,100,398
1867439.000,37570,3,PG,1,100,382
1867479.000,37570,3,PG,1,100,380
1867519.000,37587,2,PG,1,100,401
1867559.000,37587,2,PG,1,100,385
1867599.000,37604,3,PG,1,100,384
1867639.000,37604,3,PG,1,100,395
1867679.000,37604,3,PG,1,100,396
1867719.000,37620,3,PG,1,100,395
1867759.000,37620,3,PG,1,100,395
1867799.000,37620,3,PG,1,100,394
1867839.000,37635,2,PG,1,100,393
1867879.000,37635,2,PG,1,100,399
1867919.000,37653,3,PG,1,100,393
1867959.000,37653,3,PG,1,100,394
1867999.000,37653,3,PG,1,100,397
1868039.000,37669,2,PG,1,100,402
1868079.000,37669,2,PG,1,100,394
1868119.000,37685,3,PG,1,100,391
1868159.000,37685,3,PG,1,100,392
1868199.000,37685,3,PG,1,100,383
1868239.000,37701,2,PG,1,100,388
1868279.000,37701,2,PG,1,100,376
1868319.000,37718,3,PG,1,100,388
1868359.000,37718,3,PG,1,100,387
1868399.000,37718,3,PG,1,100,384
1868439.000,37734,2,PG,1,100,382
1868479.000,37734,2,PG,1,100,383
1868519.000,37752,4,PG,1,100,384
1868559.000,37752,4,PG,1,100,386
1868599.000,37752,4,PG,1,100,381
1868639.000,37752,4,PG,1,100,393
1868679.000,37768,2,PG,1,100,399
1868719.000,37768,2,PG,1,100,388
1868759.000,37783,3,PG,1,100,387
1868799.000,37783,3,PG,1,100,396
1868839.000,37783,3,PG,1,100,394
1868879.000,37799,2,PG,1,100,395
1868919.000,37799,2,PG,1,100,386
1868959.000,37817,3,PG,1,100,396
1868999.000,37817,3,PG,1,100,395
1869039.000,37817,3,PG,1,100,395
1869079.000,37833,2,PG,1,100,389
1869119.000,37833,2,PG,1,100,391
1869159.000,37848,3,PG,1,100,398
1869199.000,37848,3,PG,1,100,385
1869239.000,37848,3,PG,1,100,380
1869279.000,37865,2,PG,1,100,380
1869319.000,37865,2,PG,1,100,385
1869359.000,37882,3,PG,1,100,397
1869399.000,37882,3,PG,1,100,382
1869439.000,37882,3,PG,1,100,385
1869479.000,37898,2,PG,1,100,399
1869519.000,37898,2,PG,1,100,384
1869559.000,37914,3,PG,1,100,387
1869599.000,37914,3,PG,1,100,398
1869639.000,37914,3,PG,1,100,390
1869679.000,37930,3,PG,1,100,403
1869719.000,37930,3,PG,1,100,385
1869759.000,37930,3,PG,1,100,384
1869799.000,37947,2,PG,1,100,392
1869839.000,37947,2,PG,1,100,395
1869879.000,37963,3,PG,1,100,385
1869919.000,37963,3,PG,1,100,393
1869959.000,37963,3,PG,1,100,400
1869999.000,37979,2,PG,1,100,387
1870039.000,37979,2,PG,1,100,394
1870079.000,37995,3,PG,1,100,390
1870119.000,37995,3,PG,1,100,392
1870159.000,37995,3,PG,1,100,387
1870199.000,38012,2,PG,1,100,382
1870239.000,38012,2,PG,1,100,385
1870278.667,38029,3,PG,1,100,395
1870318.333,38029,3,PG,1,100,373
1870358.000,38029,3,PG,1,100,388
1870398.500,38045,2,PG,1,100,380
1870439.000,38045,2,PG,1,100,379
1870479.000,38060,3,PG,1,100,393
1870519.000,38060,3,PG,1,100,386
1870559.000,38060,3,PG,1,100,377
1870599.000,38078,2,PG,1,100,396
1870639.000,38078,2,PG,1,100,382
1870678.667,38094,3,PG,1,100,374
1870718.333,38094,3,PG,1,100,401
1870758.000,38094,3,PG,1,100,373
1870798.000,38111,3,PG,1,100,401
1870838.000,38111,3,PG,1,100,398
1870878.000,38111,3,PG,1,100,387
1870918.000,38126,2,PG,1,100,401
1870958.000,38126,2,PG,1,100,403
1870998.000,38143,3,PG,1,100,406
1871038.000,38143,3,PG,1,100,397
1871078.000,38143,3,PG,1,100,409
1871118.000,38159,2,PG,1,100,398
1871158.000,38159,2,PG,1,100,389
1871198.333,38176,3,PG,1,100,393
1871238.667,38176,3,PG,1,100,397
1871279.000,38176,3,PG,1,100,391
1871319.000,38194,3,PG,1,100,391
1871359.000,38194,3,PG,1,100,398
1871399.000,38194,3,PG,1,100,403
1871438.500,38210,2,PG,1,100,397
1871478.000,38210,2,PG,1,100,403
1871518.000,38226,3,PG,1,100,398
1871558.000,38226,3,PG,1,100,396
1871598.000,38226,3,PG,1,100,398
1871638.000,38244,2,PG,1,100,397
1871678.000,38244,2,PG,1,100,389
1871718.000,38260,3,PG,1,100,399
1871758.000,38260,3,PG,1,100,401
1871798.000,38260,3,PG,1,100,393
1871838.000,38275,2,PG,1,100,398
1871878.000,38275,2,PG,1,100,398
1871918.000,38292,3,PG,1,100,397
1871958.000,38292,3,PG,1,100,391
1871998.000,38292,3,PG,1,100,392
1872038.000,38309,2,PG,1,100,391
1872078.000,38309,2,PG,1,100,395
1872118.000,38325,3,PG,1,100,401
1872158.000,38325,3,PG,1,100,376
1872198.000,38325,3,PG,1,100,390
1872238.000,38346,5,PG,1,100,383
1872278.000,38346,5,PG,1,100,380
1872318.000,38346,5,PG,1,100,386
1872358.000,38346,5,PG,1,100,383
1872398.000,38346,5,PG,1,100,387
1872438.000,38363,2,PG,1,100,392
1872478.000,38363,2,PG,1,100,386
1872518.000,38378,3,PG,1,100,387
1872558.000,38378,3,PG,1,100,389
1872598.000,38378,3,PG,1,100,382
1872638.000,38395,2,PG,1,100,393
1872678.000,38395,2,PG,1,100,385
1872718.000,38411,3,PG,1,100,393
1872758.000,38411,3,PG,1,100,393
1872798.000,38411,3,PG,1,100,388
1872838.000,38428,2,PG,1,100,399
1872878.000,38428,2,PG,1,100,395
1872918.000,38445,3,PG,1,100,399
1872958.000,38445,3,PG,1,100,387
1872998.000,38445,3,PG,1,100,389
1873038.000,38462,3,PG,1,100,383
1873078.000,38462,3,PG,1,100,383
1873118.000,38462,3,PG,1,100,384
1873158.000,38476,3,PG,1,100,391
1873198.000,38476,3,PG,1,100,398
1873238.000,38476,3,PG,1,100,382
1873278.000,38494,2,PG,1,100,380
1873318.000,38494,2,PG,1,100,394
1873358.000,38510,3,PG,1,100,389
1873398.000,38510,3,PG,1,100,385
1873438.000,38510,3,PG,1,100,384
1873478.000,38527,2,PG,1,100,375
1873518.000,38527,2,PG,1,100,382
1873558.000,38542,3,PG,1,100,388
1873598.000,38542,3,PG,1,100,386
1873638.000,38542,3,PG,1,100,396
1873678.000,38559,2,PG,1,100,397
1873718.000,38559,2,PG,1,100,399
1873758.000,38575,3,PG,1,100,399
1873798.000,38575,3,PG,1,100,400
1873838.000,38575,3,PG,1,100,393
1873878.000,38592,2,PG,1,100,393
1873918.000,38592,2,PG,1,100,391
1873958.000,38607,3,PG,1,100,395
1873998.000,38607,3,PG,1,100,399
1874038.000,38607,3,PG,1,100,391
1874078.000,38624,2,PG,1,100,385
1874118.000,38624,2,PG,1,100,394
1874158.000,38640,3,PG,1,100,386
1874198.000,38640,3,PG,1,100,389
1874238.000,38640,3,PG,1,100,392
1874278.000,38658,2,PG,1,100,382
1874318.000,38658,2,PG,1,100,383
1874358.000,38672,3,PG,1,100,385
1874398.000,38672,3,PG,1,100,382
1874438.000,38672,3,PG,1,100,389
1874478.000,38689,3,PG,1,100,379
1874518.000,38689,3,PG,1,100,390
1874558.000,38689,3,PG,1,100,392
1874598.000,38706,2,PG,1,100,389
1874638.000,38706,2,PG,1,100,394
1874678.000,38723,3,PG,1,100,402
1874718.000,38723,3,PG,1,100,391
1874758.000,38723,3,PG,1,100,397
1874798.000,38737,2,PG,1,100,401
1874838.000,38737,2,PG,1,100,403
1874878.000,38754,3,PG,1,100,399
1874918.000,38754,3,PG,1,100,402
1874958.000,38754,3,PG,1,100,390
1874998.000,38771,2,PG,1,100,387
1875038.000,38771,2,PG,1,100,392
1875078.000,38788,3,PG,1,100,390
1875118.000,38788,3,PG,1,100,396
1875158.000,38788,3,PG,1,100,393
1875198.000,38803,2,PG,1,100,382
1875238.000,38803,2,PG,1,100,379
1875278.000,38820,3,PG,1,100,394
1875318.000,38820,3,PG,1,100,391
1875358.000,38820,3,PG,1,100,387
1875398.000,38836,3,PG,1,100,396
1875438.000,38836,3,PG,1,100,396
1875478.000,38836,3,PG,1,100,383
1875518.000,38853,3,PG,1,100,384
1875558.000,38853,3,PG,1,100,397
1875598.000,38853,3,PG,1,100,391
1875638.000,38870,2,PG,1,100,400
1875678.000,38870,2,PG,1,100,400
1875718.000,38886,3,PG,1,100,395
1875758.000,38886,3,PG,1,100,395
1875798.000,38886,3,PG,1,100,386
1875838.000,38901,2,PG,1,100,391
1875878.000,38901,2,PG,1,100,387
1875918.000,38919,3,PG,1,100,387
1875958.000,38919,3,PG,1,100,387
1875998.000,38919,3,PG,1,100,391
1876038.000,38935,2,PG,1,100,386
1876078.000,38935,2,PG,1,100,395
1876118.000,38952,3,PG,1,100,384
1876158.000,38952,3,PG,1,100,385
1876198.000,38952,3,PG,1,100,383
1876238.000,38967,2,PG,1,100,387
1876278.000,38967,2,PG,1,100,389
1876318.000,38986,3,PG,1,100,382
1876358.000,38986,3,PG,1,100,392
1876398.000,38986,3,PG,1,100,383
1876438.000,39002,2,PG,1,100,385
1876478.000,39002,2,PG,1,100,377
1876518.000,39019,3,PG,1,100,389
1876558.000,39019,3,PG,1,100,390
1876598.000,39019,3,PG,1,100,395
1876638.000,39034,3,PG,1,100,393
1876678.000,39034,3,PG,1,100,375
1876718.000,39034,3,PG,1,100,377
1876758.000,39051,2,PG,1,100,402
1876798.000,39051,2,PG,1,100,369
1876838.000,39067,3,PG,1,100,409
1876878.000,39067,3,PG,1,100,382
1876918.000,39067,3,PG,1,100,387
1876958.000,39085,2,PG,1,100,398
1876998.000,39085,2,PG,1,100,384
1877038.000,39099,3,PG,1,100,379
1877078.000,39099,3,PG,1,100,401
1877118.000,39099,3,PG,1,100,382
1877158.000,39116,2,PG,1,100,383
1877198.000,39116,2,PG,1,100,390
1877238.000,39133,3,PG,1,100,403
1877278.000,39133,3,PG,1,100,395
1877318.000,39133,3,PG,1,100,380
1877358.000,39155,4,PG,1,100,396
1877398.000,39155,4,PG,1,100,399
1877438.000,39155,4,PG,1,100,392
1877478.000,39155,4,PG,1,100,400
1877518.000,39171,3,PG,1,100,397
1877558.000,39171,3,PG,1,100,397
1877598.000,39171,3,PG,1,100,399
1877638.000,39189,3,PG,1,100,390
1877678.000,39189,3,PG,1,100,400
1877718.000,39189,3,PG,1,100,402
1877758.000,39205,3,PG,1,100,401
1877798.000,39205,3,PG,1,100,403
1877838.000,39205,3,PG,1,100,390
1877878.000,39222,2,PG,1,100,400
1877918.000,39222,2,PG,1,100,403
1877958.000,39237,3,PG,1,100,397
1877998.000,39237,3,PG,1,100,394
1878038.000,39237,3,PG,1,100,391
1878078.000,39254,2,PG,1,100,392
1878118.000,39254,2,PG,1,100,402
1878158.000,39270,3,PG,1,100,387
1878198.000,39270,3,PG,1,100,388
1878238.000,39270,3,PG,1,100,397
1878278.000,39288,2,PG,1,100,387
1878318.000,39288,2,PG,1,100,402
1878358.000,39302,3,PG,1,100,387
1878398.000,39302,3,PG,1,100,384
1878438.000,39302,3,PG,1,100,394
1878478.000,39319,2,PG,1,100,392
1878518.000,39319,2,PG,1,100,386
1878558.000,39336,3,PG,1,100,375
1878598.000,39336,3,PG,1,100,385
1878638.000,39336,3,PG,1,100,389
1878678.000,39353,2,PG,1,100,388
1878718.000,39353,2,PG,1,100,383
1878758.000,39367,3,PG,1,100,387
1878798.000,39367,3,PG,1,100,389
1878838.000,39367,3,PG,1,100,398
1878878.000,39384,2,PG,1,100,395
1878918.000,39384,2,PG,1,100,384
1878958.000,39401,3,PG,1,100,401
1878998.000,39401,3,PG,1,100,384
1879038.000,39401,3,PG,1,100,395
1879078.000,39418,3,PG,1,100,402
1879118.000,39418,3,PG,1,100,388
1879158.000,39418,3,PG,1,100,397
1879198.000,39432,2,PG,1,100,397
1879238.000,39432,2,PG,1,100,391
1879278.000,39450,3,PG,1,100,391
1879318.000,39450,3,PG,1,100,400
1879358.000,39450,3,PG,1,100,387
1879398.000,39466,2,PG,1,100,382
1879438.000,39466,2,PG,1,100,387
1879478.000,39483,3,PG,1,100,376
1879518.000,39483,3,PG,1,100,383
1879558.000,39483,3,PG,1,100,385
1879598.000,39499,2,PG,1,100,385
1879638.000,39499,2,PG,1,100,396
1879678.000,39515,3,PG,1,100,388
1879718.000,39515,3,PG,1,100,397
1879758.000,39515,3,PG,1,100,396
1879797.667,39531,3,PG,1,100,400
1879837.333,39531,3,PG,1,100,397
1879877.000,39531,3,PG,1,100,397
1879917.500,39549,2,PG,1,100,392
1879958.000,39549,2,PG,1,100,385
1879998.000,39565,3,PG,1,100,397
1880038.000,39565,3,PG,1,100,389
1880078.000,39565,3,PG,1,100,387
1880118.000,39580,2,PG,1,100,391
1880158.000,39580,2,PG,1,100,393
1880198.000,39596,3,PG,1,100,398
1880238.000,39596,3,PG,1,100,388
1880278.000,39596,3,PG,1,100,402
1880317.500,39614,2,PG,1,100,388
1880357.000,39614,2,PG,1,100,402
1880397.000,39630,3,PG,1,100,385
1880437.000,39630,3,PG,1,100,390
1880477.000,39630,3,PG,1,100,384
1880517.333,39645,3,PG,1,100,382
1880557.667,39645,3,PG,1,100,386
1880598.000,39645,3,PG,1,100,389
1880638.000,39662,2,PG,1,100,381
1880678.000,39662,2,PG,1,100,382
1880717.667,39679,3,PG,1,100,389
1880757.333,39679,3,PG,1,100,379
1880797.000,39679,3,PG,1,100,387
1880837.000,39695,2,PG,1,100,387
1880877.000,39695,2,PG,1,100,382
1880917.000,39712,3,PG,1,100,390
1880957.000,39712,3,PG,1,100,400
1880997.000,39712,3,PG,1,100,395
1881037.500,39727,2,PG,1,100,396
1881078.000,39727,2,PG,1,100,392
1881117.667,39744,3,PG,1,100,400
1881157.333,39744,3,PG,1,100,380
1881197.000,39744,3,PG,1,100,384
1881237.500,39761,2,PG,1,100,398
1881278.000,39761,2,PG,1,100,386
1881324.500,39780,2,PG,1,100,393
1881371.000,39780,2,PG,1,100,394
1881406.667,39794,3,PG,1,100,396
1881442.333,39794,3,PG,1,100,390
1881478.000,39794,3,PG,1,100,390
1881522.333,39811,3,PG,1,100,402
1881566.667,39811,3,PG,1,100,399
1881611.000,39811,3,PG,1,100,384
1881651.000,39828,2,PG,1,100,381
1881691.000,39828,2,PG,1,100,388
1881731.000,39845,3,PG,1,100,385
1881771.000,39845,3,PG,1,100,387
1881811.000,39845,3,PG,1,100,402
1881851.000,39859,2,PG,1,100,387
1881891.000,39859,2,PG,1,100,397
1881931.000,39877,5,PG,1,100,401
1881971.000,39877,5,PG,1,100,395
1882011.000,39877,5,PG,1,100,401
1882051.000,39877,5,PG,1,100,399
1882091.000,39877,5,PG,1,100,397
1882131.000,39893,4,PG,1,100,399
1882171.000,39893,4,PG,1,100,391
1882211.000,39893,4,PG,1,100,398
1882251.000,39893,4,PG,1,100,401
1882291.000,39911,5,PG,1,100,387
1882331.000,39911,5,PG,1,100,384
1882371.000,39911,5,PG,1,100,390
1882411.000,39911,5,PG,1,100,391
1882451.000,39911,5,PG,1,100,390
1882491.000,39934,6,PG,1,100,392
1882531.000,39934,6,PG,1,100,383
1882571.000,39934,6,PG,1,100,388
1882611.000,39934,6,PG,1,100,390
1882651.000,39934,6,PG,1,100,390
1882691.000,39934,6,PG,1,100,397
1882731.000,39950,3,PG,1,100,380
1882771.000,39950,3,PG,1,100,386
1882811.000,39950,3,PG,1,100,393
1882851.000,39967,2,PG,1,100,381
1882891.000,39967,2,PG,1,100,387
1882931.000,39984,3,PG,1,100,393
1882971.000,39984,3,PG,1,100,383
1883011.000,39984,3,PG,1,100,390
1883051.000,39999,2,PG,1,100,386
1883091.000,39999,2,PG,1,100,401
1883131.000,40015,3,PG,1,100,395
1883171.000,40015,3,PG,1,100,399
1883211.000,40015,3,PG,1,100,385
1883251.000,40033,2,PG,1,100,399
1883291.000,40033,2,PG,1,100,395
1883331.000,40049,3,PG,1,100,387
1883371.000,40049,3,PG,1,100,397
1883411.000,40049,3,PG,1,100,384
1883451.000,40065,3,PG,1,100,398
1883491.000,40065,3,PG,1,100,390
1883531.000,40065,3,PG,1,100,397
1883571.000,40080,2,PG,1,100,385
1883611.000,40080,2,PG,1,100,397
1883651.000,40098,3,PG,1,100,384
1883691.000,40098,3,PG,1,100,399
1883731.000,40098,3,PG,1,100,402
1883771.000,40114,2,PG,1,100,385
1883811.000,40114,2,PG,1,100,383
1883851.000,40131,3,PG,1,100,399
1883891.000,40131,3,PG,1,100,391
1883931.000,40131,3,PG,1,100,381
1883971.000,40146,2,PG,1,100,386
1884011.000,40146,2,PG,1,100,382
1884051.000,40163,3,PG,1,100,388
1884091.000,40163,3,PG,1,100,396
1884131.000,40163,3,PG,1,100,383
1884171.000,40179,2,PG,1,100,398
1884211.000,40179,2,PG,1,100,399
1884251.000,40197,3,PG,1,100,401
1884291.000,40197,3,PG,1,100,386
1884331.000,40197,3,PG,1,100,398
1884371.000,40211,2,PG,1,100,385
1884411.000,40211,2,PG,1,100,399
1884450.667,40228,3,PG,1,100,391
1884490.333,40228,3,PG,1,100,389
1884530.000,40228,3,PG,1,100,393
1884570.500,40245,2,PG,1,100,396
1884611.000,40245,2,PG,1,100,390
1884650.667,40262,3,PG,1,100,390
1884690.333,40262,3,PG,1,100,382
1884730.000,40262,3,PG,1,100,383
1884770.000,40276,3,PG,1,100,392
1884810.000,40276,3,PG,1,100,382
1884850.000,40276,3,PG,1,100,385
1884890.000,40293,2,PG,1,100,374
1884930.000,40293,2,PG,1,100,377
1884970.000,40310,3,PG,1,100,376
1885010.000,40310,3,PG,1,100,380
1885050.000,40310,3,PG,1,100,376
1885090.000,40327,2,PG,1,100,377
1885130.000,40327,2,PG,1,100,371
1885170.000,40341,3,PG,1,100,378
1885210.000,40341,3,PG,1,100,378
1885250.000,40341,3,PG,1,100,386
1885290.000,40359,2,PG,1,100,392
1885330.000,40359,2,PG,1,100,397
1885370.000,40375,3,PG,1,100,396
1885410.000,40375,3,PG,1,100,393
1885450.000,40375,3,PG,1,100,387
1885490.000,40392,2,PG,1,100,401
1885530.000,40392,2,PG,1,100,402
1885570.000,40408,3,PG,1,100,410
1885610.000,40408,3,PG,1,100,405
1885650.000,40408,3,PG,1,100,406
1885690.000,40424,2,PG,1,100,402
1885730.000,40424,2,PG,1,100,403
1885770.000,40440,3,PG,1,100,391
1885810.000,40440,3,PG,1,100,400
1885850.000,40440,3,PG,1,100,399
1885890.000,40457,2,PG,1,100,382
1885930.000,40457,2,PG,1,100,395
1885970.000,40473,3,PG,1,100,391
1886010.000,40473,3,PG,1,100,387
1886050.000,40473,3,PG,1,100,412
1886090.000,40489,3,PG,1,100,404
1886130.000,40489,3,PG,1,100,394
1886170.000,40489,3,PG,1,100,403
1886210.000,40505,2,PG,1,100,381
1886250.000,40505,2,PG,1,100,387
1886290.000,40525,3,PG,1,100,405
1886330.000,40525,3,PG,1,100,406
1886370.000,40525,3,PG,1,100,394
1886410.000,40541,2,PG,1,100,397
1886450.000,40541,2,PG,1,100,398
1886490.000,40556,3,PG,1,100,395
1886530.000,40556,3,PG,1,100,393
1886570.000,40556,3,PG,1,100,377
1886610.000,40573,2,PG,1,100,399
1886650.000,40573,2,PG,1,100,392
1886690.000,40590,3,PG,1,100,382
1886730.000,40590,3,PG,1,100,385
1886770.000,40590,3,PG,1,100,392
1886810.000,40606,2,PG,1,100,386
1886850.000,40606,2,PG,1,100,380
1886890.000,40622,3,PG,1,100,382
1886930.000,40622,3,PG,1,100,398
1886970.000,40622,3,PG,1,100,391
1887010.000,40638,2,PG,1,100,384
1887050.000,40638,2,PG,1,100,379
1887090.000,40655,3,PG,1,100,390
1887130.000,40655,3,PG,1,100,387
1887170.000,40655,3,PG,1,100,382
1887210.000,40671,2,PG,1,100,395
1887250.000,40671,2,PG,1,100,386
1887290.000,40687,3,PG,1,100,396
1887330.000,40687,3,PG,1,100,385
1887370.000,40687,3,PG,1,100,390
1887410.000,40703,3,PG,1,100,400
1887450.000,40703,3,PG,1,100,398
1887490.000,40703,3,PG,1,100,378
1887530.000,40720,2,PG,1,100,382
1887570.000,40720,2,PG,1,100,398
1887610.000,40737,3,PG,1,100,390
1887650.000,40737,3,PG,1,100,384
1887690.000,40737,3,PG,1,100,381
1887730.000,40756,3,PG,1,100,390
1887770.000,40756,3,PG,1,100,389
1887810.000,40756,3,PG,1,100,384
1887850.000,40772,3,PG,1,100,393
1887890.000,40772,3,PG,1,100,400
1887930.000,40772,3,PG,1,100,384
1887970.000,40788,2,PG,1,100,396
1888010.000,40788,2,PG,1,100,397
1888050.000,40804,3,PG,1,100,402
1888090.000,40804,3,PG,1,100,396
1888130.000,40804,3,PG,1,100,390
1888170.000,40821,3,PG,1,100,397
1888210.000,40821,3,PG,1,100,398
1888250.000,40821,3,PG,1,100,381
1888290.000,40838,2,PG,1,100,396
1888330.000,40838,2,PG,1,100,401
1888370.000,40853,3,PG,1,100,401
1888410.000,40853,3,PG,1,100,391
1888450.000,40853,3,PG,1,100,393
1888490.000,40869,2,PG,1,100,389
1888530.000,40869,2,PG,1,100,392
1888570.000,40887,3,PG,1,100,394
1888610.000,40887,3,PG,1,100,392
1888650.000,40887,3,PG,1,100,388
1888690.000,40903,2,PG,1,100,389
